id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,status,tagline,title,revenue,genres_extracted,keywords_extracted,top_cast,directors,production_companies_extracted,production_countries_extracted,spoken_languages_extracted,collection_name
1614,50000000.0,tt0289992,en,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,9.930326,2003-02-21,130.0,Released,The crime is clear. The truth is not.,The Life of David Gale,38955598,"Drama, Thriller, Crime","prison, journalist, texas, professor, death penalty, death row, interview, murder, reporter, intern, innocent, activist","Kevin Spacey, Kate Winslet, Laura Linney",Alan Parker,"Mikona Productions GmbH & Co. KG, Universal Pictures, Intermedia Films, Saturn Films, Dirty Hands Productions","Germany, United Kingdom, United States of America","English, Español",
1615,19000000.0,tt0185371,en,House on Haunted Hill,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",10.187278,1999-10-29,93.0,Released,Evil loves to party.,House on Haunted Hill,40846082,"Horror, Mystery, Thriller","lunatic asylum, aftercreditsstinger","Geoffrey Rush, Famke Janssen, Taye Diggs",William Malone,"Dark Castle Entertainment, Warner Bros.",United States of America,English,House on Haunted Hill Collection
1616,30000000.0,tt1136608,en,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",11.589835,2009-08-05,112.0,Released,You are not welcome here.,District 9,210819611,Science Fiction,"slum, street gang, mutation, south africa, johannesburg, dystopia, genetics, government, satire, alien, prawn, mockumentary, alternate history, racism, metamorphosis, xenophobia, internment camp, body transformation, alien technology, segregation","Sharlto Copley, Jason Cope, Nathalie Boltt",Neill Blomkamp,"WingNut Films, TriStar Pictures, Key Creatives, Block / Hanson, Canadian Film or Video Production Tax Credit (CPTC), The Department of Trade and Industry of South Africa, QED International, Province of British Columbia Production Services Tax Credit, District 9, New Zealand Post Digital and Visual Effects Grant","United States of America, New Zealand, Canada, South Africa","Afrikaans, , , , isiZulu, English",
1617,18000000.0,tt0088007,en,The River,"Farming family battles severe storms, a bank threatening to reposses their farm, and other hard times in a battle to save and hold on to their farm.",6.303384,1984-12-01,122.0,Released,He might be able to hold back the river. But could he hold back the greed of man?,The River,11500000,Drama,river,"Mel Gibson, Sissy Spacek, Scott Glenn",Mark Rydell,Universal Pictures,United States of America,English,
1618,16000000.0,tt0364961,en,The Assassination of Richard Nixon,"It‚Äôs 1974 and Sam Bicke has lost everything. His wife leaves him with his three kids, his boss fires him, his brother turns away from him, and the bank won‚Äôt give him any money to start anew. He tries to find someone to blame for his misfortunes and comes up with the President of the United States who he plans to murder.",10.107677,2004-05-17,95.0,Released,The mad story of a true man.,The Assassination of Richard Nixon,3537961,"Drama, History, Thriller","suicide, disillusion, brother brother relationship, corruption, robbery, airport, white house, usa president, depression, wife husband relationship, suicide attempt, cheating, salesclerk, hostage, car dealer, attempted murder, despair, audio tape, vietnam, vietnam war, planned murder, car mechanic, airplane, leonard bernstein, watergate scandal, car dealing, black panthers, hijacking, loan credit, mental breakdown, marriage, unsociability, delusion, revenge, suicide mission, divorce, humiliation, social issues",,,"Monsoon Pictures, Open City Films, Anhelo Productions, Appian Way",United States of America,English,
1619,891000.0,tt0145394,en,A Place Called Chiapas,"On January 1, 1994, the Zapatista National Liberation Army--made up of impoverished Mayan Indians from the state of Chiapas--took over five towns and 500 ranches in southern Mexico. The government deployed its troops, and at least 145 people died in the ensuing battle. Fighting for indigenous Mexicans to regain control over their lives and the land, the Zapatistas and their charismatic leader, guerilla poet Subcomandante Marcos, began sending their message to the world via the Internet. The result was what THE NEW YORK TIMES called the world‚Äôs first postmodern revolution. Years into the uprising, filmmaker Nettie Wild traveled to the jungle canyons of southern Mexico to film the elusive and fragile life of the rebellion. Her camera effectively and movingly captures the personal stories behind a very public clash of traditional culture and globalization.",0.179246,1998-02-20,89.0,Rumored,Inside the world's first postmodern revolution,A Place Called Chiapas,229000,Documentary,woman director,Subcommandante Marcos,Nettie Wild,,Canada,"English, Español",
1620,43000000.0,tt0181536,en,Finding Forrester,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,10.536255,2000-12-21,136.0,Released,"In an ordinary place, he found the one person to make his life extraordinary.",Finding Forrester,80049764,Drama,"upper class, brother brother relationship, scotland, poetry, based on novel, mentor, becoming an adult, professor, literature, intellectually gifted, plagiarism, literature competition, private school, manuscript, seclusion, pulitzer prize, dying and death, idol, friendship, unsociability, high school, scholarship, father figure","Sean Connery, Rob Brown, F. Murray Abraham",Gus Van Sant,"Fountainbridge Films, Laurence Mark Productions, Columbia Pictures Corporation, Finding Forrester Productions",United States of America,English,
1621,55000000.0,tt0113071,en,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",15.178338,1995-07-07,134.0,Released,Their greatest battle would be for her love.,First Knight,127600435,"Action, Adventure, Drama, Romance","camelot, knight, king arthur, excalibur, knights of the round table","Sean Connery, Richard Gere, Julia Ormond",Jerry Zucker,"Columbia Pictures Corporation, First Knight Productions",United States of America,"English, Français",
1622,662141.0,tt0035703,en,Cabin in the Sky,"Chronic gambler and carouser Little Joe Jackson is shot by Domino Johnson at Jim Henry's gambling club over an outstanding gambling debt. Little Joe's wife, the God-fearing Petunia Jackson, prays not only for her husband's mortal life, but also his eternal soul as she's afraid that if he dies now, he, despite not being an evil man, won't make it into heaven. As Little Joe is close to death, he is visited by agents of both the Lord and of Lucifer. They make a deal with him: they will give him six months to atone for the errors of his human life. Once back on Earth, he won't remember the deal but both the Lord and Lucifer will be watching over him, trying to get him to see things their way. As both sides try to get Little Joe's soul, they figure that some of the most powerful tools they have at their disposal are the women in Little Joe's life: Petunia on behalf of the Lord, and Georgia Brown, a gold-digging floozy, on behalf of Lucifer.",1.233446,1943-04-09,98.0,Released,At Last on the Screen! The Musical Comedy Sensation!,Cabin in the Sky,1606624,"Fantasy, Music","angel, hell, prayer, shooting, singer, church, gambler","Ethel Waters, Eddie 'Rochester' Anderson, Lena Horne","Vincente Minnelli, Busby Berkeley",Metro-Goldwyn-Mayer (MGM),United States of America,English,
1623,400000.0,tt0261755,en,Jackpot,"Sunny Holiday, an aspiring singing star, abandons his wife and young baby to set off on a nine-month tour of bleak western towns. He takes off with his road manager in a pink Chrysler in search of their own version of the American Dream: a country loving audience.",0.218588,2001-07-26,97.0,Released,,Jackpot,43719,,,"Jon Gries, Daryl Hannah, Adam Baldwin",Michael Polish,,,,
1624,16000000.0,tt0048021,fr,Du rififi chez les hommes,"Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo (Carl Mohner) offers him, until he discovers that his old girlfriend Mado (Marie Sabouret) has become the lover of local gangster Pierre Grutter (Marcel Lupovici) during Tony's absence. Expanding a minor smash-and-grab into a full-scale jewel heist, Tony and his crew appear to get away clean, but their actions after the job is completed threaten the lives of everyone involved.",4.071187,1955-04-13,122.0,Released,"[""Rififi""] ...means Trouble!",Rififi,460226,"Drama, Action, Crime","italian, jewelry, safe, night club, burglary, newspaper stand, rough, silhouetted dancer, cigarette lighter, tuberculosis, cleaners","Jean Servais, Carl M√∂hner, Robert Manuel",Jules Dassin,"Société Nationale Pathé Cinéma, Prima Films, Indusfilms",France,"English, Français, Italiano",
1625,85000000.0,tt0119282,en,Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",14.048694,1997-06-26,93.0,Released,Zero to Hero!,Hercules,252712101,"Animation, Family, Fantasy, Adventure, Comedy, Romance","hades, musical, peasant, animation, aftercreditsstinger, olympus, hercules","Tate Donovan, Josh Keaton, Roger Bart","Ron Clements, John Musker",Walt Disney Pictures,United States of America,"English, Español, ελληνικά",
1626,45000000.0,tt0452608,en,Death Race,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",13.53003,2008-08-22,105.0,Released,Get ready for a killer race.,Death Race,73762516,"Action, Thriller, Science Fiction","car race, dystopia, matter of life and death, prison guard, car set on fire, escape from prison, exploding building, vehicle combat, car crash, violence","Jason Statham, Joan Allen, Ian McShane",Paul W.S. Anderson,"Universal Pictures, Cruise/Wagner Productions, Impact Pictures, Relativity Media, Scion Films, H2S2 Filmproduktionsgesellschaft","United Kingdom, United States of America, Germany",English,Death Race Collection
1627,16000000.0,tt0455323,en,Being Flynn,"During his twenties, a young man works at various homeless shelters in Boston, where he often intersects with his brilliant but troubled father.",4.494016,2012-03-02,102.0,Released,We're All Works In Progress,Being Flynn,540152,Drama,"homeless, lice","Robert De Niro, Julianne Moore, Paul Dano",Paul Weitz,"Depth of Field, Focus Features, Tribeca Productions, Corduroy Films",United States of America,"English, Français",
1628,16000000.0,tt0085678,en,High Road to China,A biplane pilot is saddled with a spoiled industrialist's daughter on a search for her missing father through Asia that eventually involves them in a struggle against a Chinese warlord.,2.738,1983-03-18,105.0,Released,Tom Selleck takes you on a high adventure!,High Road to China,28400000,"Adventure, Drama, History","china, nepal, pilot, afghanistan, aerial combat, alcoholic, socialite, biplane, declared dead","Tom Selleck, Bess Armstrong, Wilford Brimley",Brian G. Hutton,"Jadran Film, Warner Bros., City Films","United States of America, Hong Kong, Croatia",English,
1629,1800000.0,tt0067116,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,6.694959,1971-10-09,104.0,Released,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,41158757,"Action, Crime, Thriller","police brutality, marseille, night life, attempted murder, drug dealer, drug mule, gangster boss, drug smuggle, undercover agent, hijacking of train, herion","Gene Hackman, Fernando Rey, Roy Scheider",William Friedkin,"Twentieth Century Fox Film Corporation, D'Antoni Productions, Schine-Moore Productions",United States of America,"English, Français",French Connection Collection
1630,16000000.0,tt0188694,en,Uninvited Guest,"During a small gathering, a smooth, seductive stranger is invited into a couple's house party and falls in love with the wife. Turns out the stranger is an escaped convict who demands that the wife leave the country with him and threatens to kill anyone who stands in his way.",0.269126,1999-06-01,116.0,Released,,Uninvited Guest,170832,"Drama, Thriller",suspense,"Mekhi Phifer, Mari Morrow, Malinda Williams",Timothy Wayne Folsome,,United States of America,English,
1631,260000000.0,tt3371366,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",39.186819,2017-06-21,149.0,Released,"For one world to live, the other must die.",Transformers: The Last Knight,604942143,"Action, Science Fiction, Thriller, Adventure","knight, transformers","Mark Wahlberg, Josh Duhamel, Laura Haddock",Michael Bay,"Paramount Pictures, Di Bonaventura Pictures, Angry Films, Hasbro Studios",United States of America,English,Transformers Collection
1632,15000000.0,tt0780536,en,In Bruges,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",9.895652,2008-02-08,107.0,Released,Shoot first. Sightsee later.,In Bruges,34533783,"Comedy, Drama, Crime","bruges belgium, town square, vietnamese, canadian stereotype, skinned alive, gruuthuse museum bruges","Colin Farrell, Brendan Gleeson, Ralph Fiennes",Martin McDonagh,"Blueprint Pictures, Scion Films, Film4, Focus Features, Twins Financing","United Kingdom, United States of America",English,
1633,3000000.0,tt1796657,ru,Три богатыря и Шамаханская царица,"This is the fourth and final of a series of animated films based on Russian folk legends. A bogatyr is an epic warrior from ancient Kievan Rus. Most are directed in the traditional bylinas, traditional Russian epic poems, as being endowed with enormous strength and cunning, although often not completely immune to human weaknesses. Here, our three heroes gather together once more to rescue the ruler of the land from the attempts of an evil foreign queen. She plans to make him fall in love with her so her youth and beauty can be renewed, but in exchange will destroy his kingdom.",1.412333,2010-12-29,73.0,Released,,Tri bogatyrya i Shamakhanskaya tsaritsa,19010585,"Animation, Family, Comedy, Adventure",,"Valeri Solovyev, Anna Geller, Oleg Kulikovich",Sergei Glezin,,Russia,Pусский,Three Heroes Collection
1634,30000000.0,tt0210234,ja,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,"Ash Ketchum must put his skill to the test when he attempts to save the world from destruction. The Greedy Pokemon collector Lawrence III throws the universe into chaos after disrupting the balance of nature by capturing one of the Pokemon birds that rule the elements of fire, lightning and ice. Will Ash have what it takes to save the world?",7.554848,1999-07-17,84.0,Released,One Person Can Make All The Difference!,Pokémon: The Movie 2000,133949270,"Adventure, Fantasy, Animation, Science Fiction, Family","bird, collector, fighter, duel, nature, anime","Veronica Taylor, Rachael Lillis, Ed Paul","Michael Haigney, Kunihiko Yuyama","TV Tokyo, Warner Bro. Japan, 4Kids Entertainment, Oriental Light and Magic, Nintendo, GAME FREAKS, Creatures","Japan, United States of America","日本語, English",Pokémon Collection
1635,7000000.0,tt0079817,en,Rocky II,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the Master of Disaster and the Italian Stallion are set on a collision course for a climactic battle that is brutal and unforgettable.",11.789813,1979-06-15,119.0,Released,Once he fought for a dream. Now he's fighting for love!,Rocky II,200182160,Drama,"transporter, coma, wife husband relationship, intensive care, hero, love of one's life, publicity, boxer, boxing match, training, world champion, victory, sport, hospital","Sylvester Stallone, Talia Shire, Burt Young",Sylvester Stallone,United Artists,United States of America,English,Rocky Collection
1636,30000000.0,tt0106453,en,Body of Evidence,"Sizzingly sexy Madonna leads a star-filled cast in this erotic thriller as a woman accused of killing a wealthy, elderly man through her insatiable sexual prowess.",4.655727,1993-01-15,101.0,Released,"An act of love, or an act of murder?",Body of Evidence,13273595,"Drama, Thriller, Romance","sex, infidelity, eroticism, nudity, seduction, murder, drug, neo-noir","Madonna, Willem Dafoe, Julianne Moore",Uli Edel,Metro-Goldwyn-Mayer (MGM),"Germany, United States of America",English,
1637,16000000.0,tt1047011,en,Song for Marion,"A feel-good, heart-warming story about how music can inspire you. Song for Marion stars Terence Stamp as Arthur, a grumpy pensioner who can't understand why his wife Marion (Vanessa Redgrave) would want to embarrass herself singing silly songs with her unconventional local choir. But choir director Elizabeth (Gemma Arterton) sees something special in the reluctant Arthur and refuses to give up on him. As she coaxes him out of his shell, Arthur realizes that it is never too late to change.",4.11326,2012-09-15,93.0,Released,Open your heart. Find your voice.,Song for Marion,1697294,"Music, Comedy, Romance, Drama","musical, cancer","Terence Stamp, Vanessa Redgrave, Gemma Arterton",Paul Andrew Williams,"Egoli Tossell Film AG, Steel Mill Pictures, Coolmore Productions",United Kingdom,English,
1638,25000000.0,tt0138510,en,Idle Hands,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",6.851628,1999-04-30,92.0,Released,The touching story of a boy and his right hand.,Idle Hands,4152230,"Thriller, Comedy, Horror","teenager, attic, knitting needle, noise complaint, crawling hand, angel costume, trowel, bass guitarist, priestess","Devon Sawa, Seth Green, Jessica Alba",Rodman Flender,"Columbia Pictures Corporation, Team Todd, Licht/Mueller Film Corporation",United States of America,English,
1639,16000000.0,tt0912597,ja,L: change the WorLd,"The human whose name is written in the Death Note shall die. After making the hardest decision ever, another serious case confronts L. There are only 23 days left and without his best partner Watari (Shunji Fujimura), L has to solve the case all by himself for the very first time.",8.271179,2008-01-31,129.0,Released,The final death note showdown!,L: Change the World,30231200,"Fantasy, Action, Thriller, Science Fiction, Mystery",sequel,"Shunji Fujimura, Mayuko Fukuda, Sei Hiraizumi",Hideo Nakata,Warner Bros.,Japan,日本語,Death Note Collection
1640,17000000.0,tt0097637,en,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A friend gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",5.772293,1989-04-28,101.0,Released,Meet the two toughest cops in town.  One's just a little smarter than the other!,K-9,78247647,"Action, Comedy, Crime","helicopter, police operation, shadowing, police headquarter, drug, criminal, dog, german shepherd, policeman, stakeout, police dog","Jim Belushi, Mel Harris, Kevin Tighe",Rod Daniel,"Universal Pictures, Gordon Company",United States of America,English,K-9 Collection
1641,4600000.0,tt2356180,hi,Bhaag Milkha Bhaag,"The true story of the Flying Sikh world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",4.342418,2013-07-12,186.0,Released,Now you will see his Real Story.,Bhaag Milkha Bhaag,25000000,"History, Action, Drama","running, fight, sikh, knife, biography, sister, past, love, jail, slaughter, family, sports history, action, athelete","Farhan Akhtar, Sonam Kapoor, Divya Dutta",Rakeysh Omprakash Mehra,Viacom 18 Motion Pictures,India,हिन्दी,
1642,4500000.0,tt0091083,en,From Beyond,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",7.522655,1986-06-05,86.0,Released,Humans are such easy prey.,From Beyond,1261000,"Horror, Science Fiction, Fantasy","human experimentation, h.p. lovecraft, parallel world","Jeffrey Combs, Barbara Crampton, Ken Foree",Stuart Gordon,"Empire Pictures, Taryn Prov",United States of America,English,
1643,110000000.0,tt0120347,en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,1997-12-11,119.0,Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,333011068,"Adventure, Action, Thriller","london england, england, spy, china, news broadcast, intelligence, television, missile, manipulation of the media, secret intelligence service, special car, tv station, media tycoon, navy, motorcycle, secret service, hamburg germany","Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",Roger Spottiswoode,Eon Productions,"United Kingdom, United States of America","Deutsch, English, Dansk, 普通话, 广州话 / 廣州話",James Bond Collection
1644,61000000.0,tt4046784,en,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD‚Äôs vastly superior forces and uncover its shocking plans for them all.",41.225769,2015-09-09,132.0,Released,The Maze Was Just the Beginning.,Maze Runner: The Scorch Trials,311256926,Action,"based on novel, resistance, maze, post-apocalyptic, dystopia, infection, on the run, escape, zombie, storm, disease, desert, sewer, antidote, corporation, virus, runner, city ruin, immunity","Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster",Wes Ball,"Gotham Group, Temple Hill Entertainment, TSG Entertainment",United States of America,English,The Maze Runner Collection
1645,1000000.0,tt1630036,en,Courageous,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",7.666558,2011-09-30,129.0,Released,Honor Begins at Home.,Courageous,34522221,Drama,"father, faith","Alex Kendrick, Ken Bevel, Ben Davies",Alex Kendrick,"TriStar Pictures, Provident Films, Affirm Films, Sherwood Pictures, Alabama Production Group",United States of America,English,
1646,16000000.0,tt0117364,en,The Portrait of a Lady,"Ms. Isabel Archer isn't afraid to challenge societal norms. Impressed by her free spirit, her kindhearted cousin writes her into his fatally ill father's will. Suddenly rich and independent, Isabelle ventures into the world, along the way befriending a cynical intellectual and romancing an art enthusiast. However, the advantage of her affluence is called into question when she realizes the extent to which her money colors her relationships.",4.13905,1996-10-18,144.0,Released,Based on the Novel by Henry James.,The Portrait of a Lady,3692836,"Drama, Romance","europe, friendship, intellectual, money, american, girl, art, rich, woman director","Nicole Kidman, John Malkovich, Barbara Hershey",Jane Campion,"Propaganda Films, Polygram Filmed Entertainment","United Kingdom, United States of America","Italiano, English",
1647,20000000.0,tt0107977,en,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.136672,1993-07-28,104.0,Released,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Robin Hood: Men in Tights,35739755,Comedy,"witch, tree house, robin hood, forest, taxes, thief, parody, arrow, spoof, tournament","Cary Elwes, Dom DeLuise, Roger Rees",Mel Brooks,"Gaumont, Twentieth Century Fox Film Corporation, Brooksfilms","France, United States of America",English,
1648,15000000.0,tt0780504,en,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,15.388875,2011-08-06,100.0,Released,There are no clean getaways.,Drive,78054825,"Drama, Action, Thriller, Crime","stuntman, blood splatter, independent film, police chase, extreme violence, violence, car chase, bullet, head stomp, getaway, crime lord, existentialism, silent protagonist, great soundtrack","Ryan Gosling, Carey Mulligan, Bryan Cranston",Nicolas Winding Refn,"Bold Films, Marc Platt Productions, Odd Lot Entertainment, FilmDistrict, Motel Movies, Newbridge Film Capital",United States of America,English,
1649,500000.0,tt0117724,en,Squeeze,"Ty, Hector, and Bao are close friends in a tough section of Boston, where they're called the PG-13 crew. They're 14, decent kids with few skills who've bailed out of school. A small gang of older tough guys, led by Marcus and Tommy, menace them, and when the PG-13s fight back and rob one of the gang, Marcus and Tommy vow to kill them. They seek protection from Derick, a drug dealer, who agrees to help if they'll sell drugs. Meanwhile, Ty is recruited to work at a community center by J.J., its quiet leader. Ty and his friends are in a squeeze: surrounded by violence, drugs, and no opportunities, is there any way out?",0.321515,1997-06-06,95.0,Released,Only the strong survive these streets.,Squeeze,10300,"Crime, Drama",independent film,"Tyrone Burton, Eddie Cutanda, Phuong Duong",Robert Patton-Spruill,,,,
1650,7000000.0,tt0404030,en,Everything is Illuminated,"A film based on the semi-autobiographical novel of the same name by American writer Jonathan Safran Foer, in which a young Jewish American man endeavors‚Äîwith the help of eccentric, distant relatives‚Äîto find the woman who saved his grandfather during World War II, in a Ukrainian village which was ultimately razed by the Nazis.",7.738924,2005-09-16,106.0,Released,Leave Normal Behind.,Everything is Illuminated,2697930,"Comedy, Drama","grandfather grandson relationship, mass murder, ukraine, pop culture, blindness and impaired vision, journey in the past, passion for collection, souvenir, nazis, anti semitism, photograph","Elijah Wood, Eugene Hutz, Boris Leskin",Liev Schreiber,"Stillking Films, Warner Independent Pictures (WIP), Big Beach Films, Telegraph Films",United States of America,"English, Pусский, Український",
1651,1400000.0,tt0042192,en,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",12.06308,1950-11-09,138.0,Released,It's all about women... and their men!,All About Eve,63463,Drama,"jealousy, obsession, manipulation, fan, engagement, celebrity, party, melodrama, playwright, hollywood, black and white, director, relationship, insecurity, envy, broadway, critic, based on short story, theater, actress, entertainment","Bette Davis, Anne Baxter, George Sanders",Joseph L. Mankiewicz,Twentieth Century Fox Film Corporation,United States of America,"English, Français",
1652,16000000.0,tt0116704,cn,警察故事4之簡單任務,Jackie Chan reprises his role as Chan Ka-Kui (also known in some versions as Jackie) yet again as a Hong Kong cop who works with Interpol to track down and arrest an illegal weapons dealer. Later Jackie realizes that things are not as simple as they appear and soon find himself a pawn of an organisation posing as Russian intelligence.,9.206356,1996-02-10,107.0,Released,They thought they possessed the ultimate weapon. They hadn't counted on Jackie Chan.,First Strike,21890845,"Action, Adventure, Comedy, Crime, Drama, Thriller","helicopter, martial arts, australia","Jackie Chan, Bill Tung, Jackson Liu",Stanley Tong,Golden Harvest Company,"Australia, Hong Kong, Russia, United States of America","English, Pусский, Український, 普通话, 广州话 / 廣州話",Police Story Collection
1653,5000000.0,tt0119517,en,Your Friends & Neighbors,"This adult comedy follows six characters, three men and three women from a cross-section of social groups, as they play sexual power games. When an affair fires up between 2 of the married characters, it sparks a chain of consequences for all of them, including one of the wives falling for another woman!",1.564774,1998-02-04,100.0,Released,A modern immorality tale.,Your Friends & Neighbors,4710749,"Drama, Comedy","impotence, male friendship, extramarital affair, unhappiness","Amy Brenneman, Aaron Eckhart, Ben Stiller",Neil LaBute,"Propaganda Films, PolyGram Filmed Entertainment",United States of America,English,
1654,20000000.0,tt0345074,en,Connie and Carla,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",9.502332,2004-04-16,98.0,Released,"When you follow your dream, there's no telling what you'll become.",Connie and Carla,11341016,"Music, Comedy, Crime","gay, drag queen, mistaken identity","Nia Vardalos, Toni Collette, David Duchovny",Michael Lembeck,"Universal Pictures, Spyglass Entertainment, Epsilon Motion Pictures, CCLA Productions",United States of America,English,
1655,16000000.0,tt2652756,ko,자칼이 온다,"Clumsy and off-the-wall hit man Bong Min-jung (Song Ji-hyo) is hired to kill top Hallyu star Choi Hyun (Kim Jaejoong). She ambushes him at Paradise Hotel in Seong-ju where the cops are on a stakeout for serial killer Jackal. However Min-jung realizes that Hyun is her favorite star, and Hyun finds out that her client is his ex-girlfriend. Then Angela arrives and the two meet Hyun, her boy toy, she is unintentionally stabbed to death by Min-jung. Curious chemistry develops between the two, and he decides to help her.",1.322781,2012-11-15,107.0,Released,,Code Name: Jackal,1261947,"Action, Comedy",,"Song Ji-hyo, Kim Jae-joong, Han Sang-jin",Bae Hyeong-jun,"Lotte Entertainment, Nomad Films",South Korea,한국어/조선말,
1656,22000000.0,tt0076740,en,Sorcerer,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,13.966833,1977-06-24,121.0,Released,WANTED. Four men willing to drive a cargo of death to escape a life in hell.,Sorcerer,12000000,"Action, Thriller, Adventure","dynamite, car journey, nicaragua, criminal, bandit, explosives, latin america, rope bridge, transport, nitroglycerin, oil company, existentialism, dangerous mission","Roy Scheider, Bruno Cremer, Francisco Rabal",William Friedkin,"Paramount Pictures, Universal Pictures, Film Properties International N.V.",United States of America,"English, Français, Deutsch, Español",
